post_id,platform,text,num_hashtags,num_emojis,post_length,sentiment,engagement,viral_label,time_of_day,day_of_week
post_2810,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,0,0,68,Negative,839,Not Viral,Morning,Sunday
post_2811,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,4,3,68,Negative,244,Not Viral,Morning,Wednesday
post_2812,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,4,3,76,Positive,393,Not Viral,Evening,Tuesday
post_2813,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,2,4,79,Positive,788,Not Viral,Afternoon,Wednesday
post_2814,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,5,0,79,Neutral,256,Not Viral,Morning,Friday
post_2815,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,4,0,70,Neutral,998,Not Viral,Evening,Tuesday
post_2816,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,2,68,Negative,423,Not Viral,Afternoon,Sunday
post_2817,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,3,83,Negative,606,Not Viral,Afternoon,Friday
post_2818,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,3,0,83,Neutral,730,Not Viral,Evening,Wednesday
post_2819,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,2,83,Positive,82,Viral,Morning,Friday
post_2820,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,2,4,70,Neutral,62,Not Viral,Morning,Monday
post_2821,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,2,3,81,Negative,520,Not Viral,Afternoon,Monday
post_2822,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,4,4,81,Negative,121,Not Viral,Afternoon,Saturday
post_2823,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,0,2,71,Neutral,278,Not Viral,Afternoon,Thursday
post_2824,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,1,82,Neutral,747,Not Viral,Morning,Tuesday
post_2825,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,1,68,Neutral,259,Not Viral,Evening,Monday
post_2826,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,4,3,70,Negative,536,Not Viral,Morning,Tuesday
post_2827,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,1,68,Negative,153,Not Viral,Afternoon,Saturday
post_2828,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,1,3,76,Positive,667,Not Viral,Morning,Friday
post_2829,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,3,0,70,Positive,122,Not Viral,Morning,Monday
post_2830,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,1,4,71,Positive,320,Not Viral,Afternoon,Wednesday
post_2831,Facebook,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,0,4,81,Negative,772,Viral,Evening,Monday
post_2832,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",2,3,82,Negative,625,Not Viral,Afternoon,Sunday
post_2833,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,3,4,71,Positive,822,Not Viral,Morning,Friday
post_2834,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,5,4,79,Negative,241,Not Viral,Afternoon,Friday
post_2835,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,3,4,71,Neutral,982,Not Viral,Morning,Monday
post_2836,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",2,1,82,Positive,323,Viral,Evening,Thursday
post_2837,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,0,76,Negative,531,Viral,Morning,Saturday
post_2838,Facebook,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,4,1,81,Positive,246,Not Viral,Afternoon,Sunday
post_2839,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,1,3,79,Neutral,472,Not Viral,Afternoon,Wednesday
post_2840,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,0,4,71,Neutral,234,Not Viral,Evening,Wednesday
post_2841,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,5,4,78,Positive,705,Not Viral,Evening,Wednesday
post_2842,TikTok,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,2,4,78,Positive,746,Viral,Afternoon,Friday
post_2843,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,1,3,70,Neutral,164,Not Viral,Morning,Tuesday
post_2844,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,3,68,Neutral,615,Not Viral,Afternoon,Friday
post_2845,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,4,4,71,Negative,131,Not Viral,Afternoon,Saturday
post_2846,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,4,83,Positive,294,Viral,Afternoon,Wednesday
post_2847,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",4,4,82,Positive,323,Viral,Evening,Tuesday
post_2848,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,0,82,Positive,947,Viral,Evening,Monday
post_2849,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,2,4,71,Positive,117,Not Viral,Afternoon,Monday
post_2850,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,1,3,71,Positive,847,Viral,Afternoon,Thursday
post_2851,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,1,1,81,Negative,151,Not Viral,Afternoon,Tuesday
post_2852,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,2,1,76,Negative,930,Not Viral,Evening,Thursday
post_2853,TikTok,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,0,3,78,Negative,553,Not Viral,Afternoon,Thursday
post_2854,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",4,3,82,Neutral,563,Not Viral,Afternoon,Sunday
post_2855,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,2,1,76,Neutral,697,Not Viral,Afternoon,Friday
post_2856,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,4,2,70,Positive,55,Not Viral,Evening,Thursday
post_2857,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,4,2,68,Neutral,61,Not Viral,Morning,Sunday
post_2858,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,3,2,68,Positive,159,Not Viral,Morning,Tuesday
post_2859,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,5,2,70,Negative,816,Not Viral,Afternoon,Saturday
post_2860,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,0,2,83,Negative,734,Viral,Afternoon,Thursday
post_2861,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,4,2,70,Positive,961,Viral,Afternoon,Friday
post_2862,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,2,3,71,Negative,942,Viral,Afternoon,Wednesday
post_2863,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,5,2,78,Negative,168,Not Viral,Morning,Saturday
post_2864,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,0,68,Positive,361,Viral,Afternoon,Monday
post_2865,Facebook,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,4,2,81,Neutral,172,Not Viral,Evening,Saturday
post_2866,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,5,2,83,Neutral,128,Not Viral,Morning,Thursday
post_2867,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,0,3,83,Positive,63,Viral,Morning,Wednesday
post_2868,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,4,0,76,Positive,350,Not Viral,Afternoon,Sunday
post_2869,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,5,3,79,Neutral,107,Not Viral,Morning,Monday
post_2870,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,5,4,79,Positive,869,Not Viral,Morning,Friday
post_2871,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,1,68,Positive,820,Not Viral,Evening,Tuesday
post_2872,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,3,78,Neutral,408,Not Viral,Morning,Saturday
post_2873,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,2,1,70,Positive,370,Not Viral,Evening,Saturday
post_2874,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,2,1,70,Negative,111,Not Viral,Evening,Sunday
post_2875,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,4,3,71,Positive,719,Not Viral,Morning,Tuesday
post_2876,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,5,4,71,Negative,762,Not Viral,Afternoon,Saturday
post_2877,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,0,83,Negative,685,Not Viral,Afternoon,Sunday
post_2878,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,0,1,71,Negative,546,Not Viral,Afternoon,Wednesday
post_2879,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,5,2,79,Positive,833,Viral,Afternoon,Wednesday
post_2880,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,4,2,76,Negative,512,Not Viral,Evening,Monday
post_2881,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,1,1,70,Neutral,926,Not Viral,Evening,Saturday
post_2882,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,3,2,78,Negative,659,Not Viral,Afternoon,Friday
post_2883,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,0,4,83,Positive,612,Not Viral,Evening,Monday
post_2884,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,3,83,Neutral,835,Viral,Afternoon,Friday
post_2885,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,5,1,79,Neutral,90,Not Viral,Afternoon,Sunday
post_2886,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,4,83,Positive,729,Not Viral,Morning,Friday
post_2887,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,4,3,79,Neutral,697,Not Viral,Afternoon,Monday
post_2888,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",2,4,82,Negative,997,Not Viral,Morning,Thursday
post_2889,Twitter,That feeling when you finish a big project. So proud of the results. 💪 #success,4,0,79,Neutral,132,Not Viral,Afternoon,Sunday
post_2890,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,0,68,Negative,498,Not Viral,Morning,Friday
post_2891,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,1,76,Negative,175,Viral,Afternoon,Sunday
post_2892,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,1,1,79,Negative,507,Not Viral,Morning,Sunday
post_2893,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,0,0,76,Positive,833,Not Viral,Afternoon,Saturday
post_2894,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,3,3,70,Neutral,826,Not Viral,Evening,Friday
post_2895,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,5,2,70,Positive,160,Viral,Afternoon,Saturday
post_2896,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,2,2,71,Neutral,852,Not Viral,Evening,Monday
post_2897,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,2,4,71,Positive,494,Not Viral,Evening,Monday
post_2898,TikTok,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,3,3,78,Neutral,963,Not Viral,Evening,Thursday
post_2899,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,2,68,Neutral,679,Not Viral,Afternoon,Tuesday
post_2900,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,0,0,76,Negative,262,Not Viral,Afternoon,Friday
post_2901,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,3,83,Positive,644,Not Viral,Morning,Tuesday
post_2902,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,3,78,Positive,456,Not Viral,Morning,Wednesday
post_2903,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,3,1,83,Negative,479,Not Viral,Morning,Wednesday
post_2904,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,2,3,70,Positive,584,Not Viral,Evening,Sunday
post_2905,Twitter,That feeling when you finish a big project. So proud of the results. 💪 #success,4,0,79,Negative,188,Not Viral,Afternoon,Saturday
post_2906,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,0,0,70,Negative,967,Not Viral,Morning,Saturday
post_2907,Twitter,That feeling when you finish a big project. So proud of the results. 💪 #success,3,1,79,Neutral,213,Not Viral,Afternoon,Monday
post_2908,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,1,4,68,Positive,933,Viral,Afternoon,Saturday
post_2909,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,0,2,81,Negative,142,Not Viral,Evening,Saturday
post_2910,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",2,3,82,Neutral,378,Not Viral,Afternoon,Thursday
post_2911,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,2,2,71,Positive,543,Viral,Evening,Friday
post_2912,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,3,2,71,Negative,575,Not Viral,Afternoon,Tuesday
post_2913,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,0,4,81,Positive,162,Not Viral,Evening,Tuesday
post_2914,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,5,4,78,Positive,107,Viral,Evening,Sunday
post_2915,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,0,82,Neutral,595,Not Viral,Afternoon,Friday
post_2916,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,4,82,Positive,298,Viral,Evening,Monday
